780482.023722, 0.0531610000
1660964.047444, 0.0956470000
2579190.446274, 0.1567120000
3521928.094887, 0.2173330000
4482892.142331, 0.2761990000
5458380.892547, 0.3455870000
6445948.388773, 0.4019840000
7443856.189775, 0.4668670000
8450804.464146, 0.5306380000
9465784.284662, 0.5994130000
10487989.651191, 0.6786730000
11516761.785095, 0.7427290000
12551552.125176, 0.8105060000
13591896.777546, 0.8697920000
14637398.302534, 0.9283530000
15687712.379549, 1.0000640000
16742537.818334, 1.0597770000
17801608.928291, 1.1249300000
18864689.588486, 1.1879540000
19931568.569324, 1.2398910000
21002055.792076, 1.3242750000
22075979.302382, 1.3718350000
23153182.795068, 1.4170670000
24233523.570190, 1.4641460000
25316870.830264, 1.5082160000
26403104.250351, 1.5523140000
27492112.768410, 1.6084190000
28583793.555092, 1.6533310000
29678051.130868, 1.7042800000
30774796.605068, 1.7516510000
31873947.016477, 1.8024570000
32975424.759099, 1.8726170000
34079157.079762, 1.9186000000
35185075.636668, 1.9628200000
36293116.109918, 2.0151110000
37403217.856582, 2.0614410000
38515323.604122, 2.1174700000
39629379.176973, 2.1621360000
40745333.251933, 2.2105220000
41863137.138648, 2.2640720000
42982744.582063, 2.3131670000
44104111.584153, 2.4359370000
45227196.242649, 2.4793910000
46351958.604763, 2.5252990000
47478360.534225, 2.5749040000
48606365.590136, 2.6214720000
49735938.916369, 2.6693850000
50867047.140379, 2.7243160000
51999658.280452, 2.7731030000
53133741.660529, 2.8241810000
54269267.831841, 2.8733580000
55406208.500703, 2.9217640000
56544536.461850, 2.9908950000
57684225.536821, 3.0371390000
58825250.516894, 3.0850150000
59967587.110184, 3.1382150001
61111211.892514, 3.1853300001
62256102.261737, 3.2424050001
63402236.395206, 3.2917480001
64549593.210136, 3.3391320001
65698152.326599, 3.3918070001
66847894.032953, 3.4433810001
67998799.253501, 3.5415370001
69150849.518198, 3.5863040001
70304026.934262, 3.6391810001
71458314.159524, 3.6896280001
72613694.377397, 3.7427380001
73770151.273336, 3.7903210001
74927669.012692, 3.8482880001
76086232.219836, 3.8969700001
77245825.958492, 3.9530010001
78406435.713165, 4.0032340001
79568047.371606, 4.0523110001
80730647.208243, 4.1227670001
81894221.868498, 4.1728510001
83058758.353946, 4.2191510002
84224244.008257, 4.2719760002
85390666.503866, 4.3227290002
86558013.829325, 4.3825790002
87726274.277297, 4.4319350002
88895436.433152, 4.4829170002
90065489.164125, 4.5362480002
91236421.609003, 4.6008820002
92408223.168305, 4.8466550002
93580883.494942, 4.8997750002
94754392.485297, 4.9497550002
95928740.270742, 5.0007040002
97103917.209526, 5.0549960002
98279913.879044, 5.1063080002
99456721.068449, 5.1660010002
100634329.771592, 5.2149010002
101812731.180272, 5.2688030002
102991916.677784, 5.3167670003
104171877.832738, 5.3700010003
105352606.393147, 5.4436010003
106534094.280758, 5.4955030003
107716333.585626, 5.5504280003
108899316.560905, 5.5993400003
110083035.617856, 5.6505450003
111267483.321058, 5.7105330003
112452652.383802, 5.7607410003
113638535.663682, 5.8121350003
114825126.158343, 5.8657060003
116012417.001405, 5.9207790003
117200401.458540, 6.0201660003
118389072.923700, 6.0693930003
119578424.915483, 6.1192850003
120768451.073642, 6.1728840003
121959145.155715, 6.2240750003
123150501.033788, 6.2769660004
124342512.691367, 6.3409290004
125535174.220369, 6.3912160004
126728479.818214, 6.4450660004
127922423.785029, 6.4961540004
129117000.520942, 6.5492590004
130312204.523473, 6.6263080004
131508030.385018, 6.6773310004
132704472.790412, 6.7314580004
133901526.514581, 6.7836280004
135099186.420272, 6.8367740004
136297447.455854, 6.9001160004
137496304.653198, 6.9517680004
138695753.125623, 7.0022270004
139895788.065907, 7.0568410004
141096404.744368, 7.1086760004
142297598.507001, 7.2643060004
143499364.773677, 7.3138330005
144701699.036396, 7.3659600005
145904596.857597, 7.4209770005
147108053.868524, 7.4729820005
148312065.767631, 7.5245390005
149516628.319049, 7.5849490005
150721737.351088, 7.6398740005
151927388.754794, 7.6962230005
153133578.482542, 7.7504780005
154340302.546673, 7.8054250005
155547557.018172, 7.8797070005
156755338.025383, 7.9304700005
157963641.752764, 7.9853260005
159172464.439672, 8.0357820005
160381802.379191, 8.0961550005
161591651.916985, 8.1606040004
162802009.450189, 8.2127460004
164012871.426330, 8.2637470004
165224234.342275, 8.3210040004
166436094.743213, 8.3738800003
167648449.221658, 8.4710600003
168861294.416487, 8.5247840003
170074627.011997, 8.5767520002
171288443.736995, 8.6327520002
172502741.363902, 8.6880810002
173717516.707891, 8.7385170002
174932766.626040, 8.7976660001
176148488.016514, 8.8491820001
177364677.817761, 8.9038280001
178581333.007733, 8.9619770000
179798450.603128, 9.0144830000
181016027.658650, 9.0912530000
182234061.266283, 9.1477530000
183452548.554593, 9.2103639999
184671486.688039, 9.2692159999
185890872.866304, 9.3258019999
187110704.323643, 9.3970909998
188330978.328250, 9.4526769998
189551692.181632, 9.5106899998
190772843.218005, 9.5688599997
191994428.803706, 9.6255829997
193216446.336611, 9.9914189997
194438893.245576, 10.0411189997
195661766.989883, 10.0923979996
196885065.058709, 10.1475079996
198108784.970595, 10.1982769996
199332924.272936, 10.2495429995
200557480.541484, 10.3122229995
201782451.379855, 10.3629349995
203007834.419052, 10.4199799995
204233627.317000, 10.4736309994
205459827.758089, 10.5246579994
206686433.452725, 10.6013599994
207913442.136898, 10.6550919993
209140851.571756, 10.7149929993
210368659.543183, 10.7663229993
211596863.861396, 10.8214059993
212825462.360543, 10.8825469992
214054452.898316, 10.9366669992
215283833.355567, 10.9888689992
216513601.635934, 11.0463169991
217743755.665476, 11.1003669991
218974293.392317, 11.2009999991
220205212.786294, 11.2575799991
221436511.838613, 11.3206929990
222668188.561516, 11.3848909990
223900240.987952, 11.4435489990
225132667.171252, 11.5215499989
226365465.184818, 11.5783219989
227598633.121810, 11.6386899989
228832169.094848, 11.6946639989
230066071.235713, 11.7489059988
231300337.695056, 11.8143139988
232534966.642115, 11.9099949988
